,"School Name","Full Address","Street Address",City,State,"Zip Code",Country,"School Type",Website,Description,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
515,"Sandia View Christian School","24 Academy Dr, Corrales, NM, 87048-8730, USA","24 Academy Dr",Corrales,NM,87048-8730,USA,PK-08,https://www.adventisteducation.org/schools/ANWISA,[],35.247082,-106.604554,1,range_interpolation,24,"Academy Dr",,,Corrales,NM,"Sandoval County",87048,US,"TIGER/Line® dataset from the US Census Bureau"
516,"Bethesda SDA Junior Academy","76 Parkway Ave, Amityville, NY, 11701-1312, USA","76 Parkway Ave",Amityville,NY,11701-1312,USA,PK-08,https://www.adventisteducation.org/schools/AN4F25,"NAA Long Island is committed to providing individual and quality education in a Christ-filled environment.",40.707037,-73.416622,1,rooftop,76,"Parkway Ave",,,Amityville,NY,"Suffolk County",11701,US,"Suffolk County Dept. of Information Technology - GIS Unit. CC BY 4.0"
517,"Bronx-Manhattan SDA School","1440 Plimpton Ave, Bronx, NY, 10452-1711, USA","1440 Plimpton Ave",Bronx,NY,10452-1711,USA,PK-08,https://www.adventisteducation.org/schools/AN4815,[],40.843854,-73.921995,1,rooftop,1440,"Plimpton Ave",,,Bronx,NY,"Bronx County",10452,US,"City of New York"
518,"Brooklyn Seventh-day Adventist Preschool","1260 Ocean Ave, Brooklyn, NY, 11230-7401, USA","1260 Ocean Ave",Brooklyn,NY,11230-7401,USA,ECP,https://www.adventisteducation.org/schools/AN4834,[],40.631469,-73.957696,1,rooftop,1260,"Ocean Ave",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
519,"Brooklyn Seventh-day Adventist School","1260 Ocean Ave, Brooklyn, NY, 11230-7401, USA","1260 Ocean Ave",Brooklyn,NY,11230-7401,USA,PK-08,https://www.adventisteducation.org/schools/AN4820,[],40.631469,-73.957696,1,rooftop,1260,"Ocean Ave",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
520,"Buffalo Suburban Christian Academy","5580 Genesee St, Lancaster, NY, 14086-9790, USA","5580 Genesee St",Lancaster,NY,14086-9790,USA,PK-08,https://www.adventisteducation.org/schools/AN4BBU,"Buffalo Suburban Christian Academy is a Seventh-Day Adventist Christian school. We are small, and intimate, and are dedicated to nurturing a relationship with God.",42.946499,-78.660411,1,rooftop,5580,"Genesee St",,,Lancaster,NY,"Erie County",14086,US,Erie
521,"Flatbush SDA School","5810 Snyder Ave, Brooklyn, NY, 11203-4816, USA","5810 Snyder Ave",Brooklyn,NY,11203-4816,USA,PK-08,https://www.adventisteducation.org/schools/AN4F50,"NAA Brooklyn PK-8 is an elementary institution whose philosophy of Christian Education is rooted in the Scriptures and is predicated on the belief that each student is unique and of inestimable value.",40.650478,-73.922073,1,rooftop,5810,"Snyder Ave",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
522,"Fox Den at PJA EPC","412 S Avery Ave, Syracuse, NY, 13219-2617, USA","412 S Avery Ave",Syracuse,NY,13219-2617,USA,ECP,https://www.adventisteducation.org/schools/AN4B23,[],43.041366,-76.190465,1,rooftop,412,"S Avery Ave",,,Syracuse,NY,"Onondaga County",13219,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
523,"Greater New York Academy","4132 58th St, Woodside, NY, 11377-4749, USA","4132 58th St",Woodside,NY,11377-4749,USA,9-12,https://www.adventisteducation.org/schools/AN4821,[],40.743693,-73.907171,1,rooftop,41-32,"58th St",,,Woodside,NY,"Queens County",11377,US,"City of New York"
524,"Hanson Place SDA School","38 Lafayette Ave, Brooklyn, NY, 11217-1430, USA","38 Lafayette Ave",Brooklyn,NY,11217-1430,USA,PK-08,https://www.adventisteducation.org/schools/AN4F55,[],40.686792,-73.977118,1,rooftop,38,"Lafayette Ave",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
525,"Hanson Place SDA School ECP","38 Lafayette Ave, Brooklyn, NY, 11217-1430, USA","38 Lafayette Ave",Brooklyn,NY,11217-1430,USA,ECP,https://www.adventisteducation.org/schools/AN4F2N,[],40.686792,-73.977118,1,rooftop,38,"Lafayette Ave",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
526,"Jackson Heights SDA Preschool","7225 Woodside Ave, Woodside, NY, 11377-3940, USA","7225 Woodside Ave",Woodside,NY,11377-3940,USA,ECP,https://www.adventisteducation.org/schools/AN4837,[],40.743112,-73.891784,1,rooftop,72-25,"Woodside Ave",,,Woodside,NY,"Queens County",11377,US,"City of New York"
527,"Jackson Heights SDA School","7225 Woodside Ave, Woodside, NY, 11377-3940, USA","7225 Woodside Ave",Woodside,NY,11377-3940,USA,PK-08,https://www.adventisteducation.org/schools/AN4825,[],40.743112,-73.891784,1,rooftop,72-25,"Woodside Ave",,,Woodside,NY,"Queens County",11377,US,"City of New York"
528,"Kingsbury SDA School","3991 State Route 4, Hudson Falls, NY, 12839-3713, USA","3991 State Route 4","Hudson Falls",NY,12839-3713,USA,PK-08,https://www.adventisteducation.org/schools/AN4B40,[],43.371511,-73.521367,1,rooftop,3991,"State Route 4",,,"Hudson Falls",NY,"Washington County",12839,US,Washington
529,"Linden SDA Early Childhood Academy","13701 228th St, Laurelton, NY, 11413-2446, USA","13701 228th St",Laurelton,NY,11413-2446,USA,ECP,https://www.adventisteducation.org/schools/AN4F34,[],40.672935,-73.744169,1,rooftop,137-1,"228th St",,,"Springfield Gardens",NY,"Queens County",11413,US,"City of New York"
530,"Linden SDA School","13701 228th St, Laurelton, NY, 11413-2446, USA","13701 228th St",Laurelton,NY,11413-2446,USA,PK-08,https://www.adventisteducation.org/schools/AN4F65,"Linden SDA School shares a commitment to teach students to think critically, to organize, and analyze information. The goal of our curriculum is for students to develop within them a life long love for learning.",40.672935,-73.744169,1,rooftop,137-1,"228th St",,,"Springfield Gardens",NY,"Queens County",11413,US,"City of New York"
531,"Middletown Christian School of SDA","70 Highland Ave, Middletown, NY, 10940-5531, USA","70 Highland Ave",Middletown,NY,10940-5531,USA,PK-08,https://www.adventisteducation.org/schools/AN4835,"We provide a well rounded education to students ranging from Pre-school to 8th Grade.",41.450151,-74.420735,1,rooftop,70,"Highland Ave",,,Middletown,NY,"Orange County",10940,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
532,"Middletown Christian School Preschool","70 Highland Ave, Middletown, NY, 10940-5531, USA","70 Highland Ave",Middletown,NY,10940-5531,USA,ECP,https://www.adventisteducation.org/schools/AN4836,[],41.450151,-74.420735,1,rooftop,70,"Highland Ave",,,Middletown,NY,"Orange County",10940,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
533,"Northeastern Academy Brooklyn Campus","418 E 45th St, Brooklyn, NY, 11203-4120, USA","418 E 45th St",Brooklyn,NY,11203-4120,USA,PK-12,https://www.adventisteducation.org/schools/AN4F40,"At NAA we collaboratively build Christian character to and are determined to create citizens ready to excel in this world but to also be ready for eternity.",40.651198,-73.935291,1,rooftop,418,"E 45th St",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
534,"Northeastern Adventist EC Acad. Brooklyn","5810 Snyder Ave, Brooklyn, NY, 11203-4816, USA","5810 Snyder Ave",Brooklyn,NY,11203-4816,USA,ECP,https://www.adventisteducation.org/schools/AN4F2M,[],40.650478,-73.922073,1,rooftop,5810,"Snyder Ave",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
535,"Northeastern Adventist EC Acad. West.","456 Webster Ave, New Rochelle, NY, 10801-3226, USA","456 Webster Ave","New Rochelle",NY,10801-3226,USA,ECP,https://www.adventisteducation.org/schools/AN4F2J,[],40.918667,-73.796671,1,rooftop,456,"Webster Ave",,,"New Rochelle",NY,"Westchester County",10801,US,Westchester
536,"Northeastern Adventist EC Academy","1122 Forest Ave, Bronx, NY, 10456-5476, USA","1122 Forest Ave",Bronx,NY,10456-5476,USA,ECP,https://www.adventisteducation.org/schools/AN4F2P,[],40.827505,-73.902198,1,rooftop,1122,"Forest Ave",,,Bronx,NY,"Bronx County",10456,US,"City of New York"
537,"Oakview Early Childhood Program","29 Chestnut St, Yonkers, NY, 10701-3401, USA","29 Chestnut St",Yonkers,NY,10701-3401,USA,ECP,https://www.adventisteducation.org/schools/AN4839,[],40.935328,-73.890089,1,rooftop,29,"Chestnut St",,,Yonkers,NY,"Westchester County",10701,US,Westchester
538,"Oakview Preparatory School","29 Chestnut St, Yonkers, NY, 10701-3401, USA","29 Chestnut St",Yonkers,NY,10701-3401,USA,PK-08,https://www.adventisteducation.org/schools/AN4840,"The Goal of the Oakview Preparatory School is to foster moral, Christ-like character, promote academic excellence and prepare its students for service to God and their",40.935328,-73.890089,1,rooftop,29,"Chestnut St",,,Yonkers,NY,"Westchester County",10701,US,Westchester
539,"Parkview Junior Academy","412 S Avery Ave, Syracuse, NY, 13219-2617, USA","412 S Avery Ave",Syracuse,NY,13219-2617,USA,PK-10,https://www.adventisteducation.org/schools/AN4B45,"Parkview Junior Academy has been providing Christian education for over 120 years that is balanced to meet individual needs and develop students who make positive contributions to society.",43.041366,-76.190465,1,rooftop,412,"S Avery Ave",,,Syracuse,NY,"Onondaga County",13219,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
540,"Poughkeepsie Community SDA School","110 S Grand Ave, Poughkeepsie, NY, 12603-3009, USA","110 S Grand Ave",Poughkeepsie,NY,12603-3009,USA,PK-08,https://www.adventisteducation.org/schools/AN4855,[],41.689003,-73.907566,1,rooftop,110,"S Grand Ave",,,Poughkeepsie,NY,"Dutchess County",12603,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
541,"Poughkeepsie SDA Early Childhood Program","14 S Bridge St, Poughkeepsie, NY, 12601-3003, USA","14 S Bridge St",Poughkeepsie,NY,12601-3003,USA,ECP,https://www.adventisteducation.org/schools/AN4838,[],41.704355,-73.932881,1,rooftop,14,"S Bridge St",,,Poughkeepsie,NY,"Dutchess County",12601,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
542,"Rochester Bay Knoll SDA School","2639 E Ridge Rd, Rochester, NY, 14622-3021, USA","2639 E Ridge Rd",Rochester,NY,14622-3021,USA,PK-08,https://www.adventisteducation.org/schools/AN4B55,"We believe the best education results when Christ is at the center of all we do. The Bible is our foundation and students learn through a whole child approach––nurturing their growth spiritually, academically, physically and socially.",43.204239,-77.545893,1,rooftop,2639,"E Ridge Rd",,,Rochester,NY,"Monroe County",14622,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
543,"South Bay Junior Academy of SDA","150 Fire Island Ave, Babylon, NY, 11702-3902, USA","150 Fire Island Ave",Babylon,NY,11702-3902,USA,PK-08,https://www.adventisteducation.org/schools/AN48SO,[],40.693498,-73.323942,1,rooftop,150,"Fire Island Ave",,,Babylon,NY,"Suffolk County",11702,US,"Suffolk County Dept. of Information Technology - GIS Unit. CC BY 4.0"
544,"Union Springs Academy","963 Spring Street Rd, Union Springs, NY, 13160-3122, USA","963 Spring Street Rd","Union Springs",NY,13160-3122,USA,PK-08,https://www.adventisteducation.org/schools/AN4B25,[],42.846482,-76.67585,1,rooftop,963,"Spring Street Rd",,,"Union Springs",NY,"Cayuga County",13160,US,Cayuga
545,"Union Springs Academy","40 Spring St, Union Springs, NY, 13160-3102, USA","40 Spring St","Union Springs",NY,13160-3102,USA,9-12,https://www.adventisteducation.org/schools/AN4B3L,"Union Springs Academy is a co-educational, Christ-centered boarding high school where students can SOAR in the Spiritual, Occupational, Academic, and Recreational realms.",42.844139,-76.68429,1,rooftop,40,"Spring St",,,"Union Springs",NY,"Cayuga County",13160,US,Cayuga
546,"URECA Day Care","24711 Francis Lewis Blvd, Rosedale, NY, 11422-2234, USA","24711 Francis Lewis Blvd",Rosedale,NY,11422-2234,USA,ECP,https://www.adventisteducation.org/schools/AN4F38,[],40.663674,-73.733654,1,rooftop,247-11,"Francis Lewis Blvd",,,Rosedale,NY,"Queens County",11422,US,"City of New York"
547,"Westchester SDA Area School","456 Webster Ave, New Rochelle, NY, 10801-3226, USA","456 Webster Ave","New Rochelle",NY,10801-3226,USA,PK-08,https://www.adventisteducation.org/schools/AN4F80,"The NAA Westchester family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",40.918667,-73.796671,1,rooftop,456,"Webster Ave",,,"New Rochelle",NY,"Westchester County",10801,US,Westchester
548,"Whispering Pines Early Childhood Program","211 Jericho Tpke, Old Westbury, NY, 11568-1612, USA","211 Jericho Tpke","Old Westbury",NY,11568-1612,USA,ECP,https://www.adventisteducation.org/schools/AN483A,[],40.766354,-73.594985,1,rooftop,211,"Jericho Turnpike",,,"Old Westbury",NY,"Nassau County",11568,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
549,"Whispering Pines SDA School","211 Jericho Tpke, Old Westbury, NY, 11568-1612, USA","211 Jericho Tpke","Old Westbury",NY,11568-1612,USA,PK-08,https://www.adventisteducation.org/schools/AN4860,"The Whispering Pines Seventh-day Adventist school has a family environment that focus on academic excellence and where parents and teachers are ""laborers together with God.""",40.766354,-73.594985,1,rooftop,211,"Jericho Turnpike",,,"Old Westbury",NY,"Nassau County",11568,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
550,"ACA Charlotte","4601 Emory Ln, Charlotte, NC, 28211-3061, USA","4601 Emory Ln",Charlotte,NC,28211-3061,USA,PK-08,https://www.adventisteducation.org/schools/ANT813,[],35.178311,-80.786984,1,rooftop,4601,"Emory Ln",,,Charlotte,NC,"Mecklenburg County",28211,US,Charlotte
551,"ACA Raleigh","4805 Dillard Dr, Raleigh, NC, 27606-4110, USA","4805 Dillard Dr",Raleigh,NC,27606-4110,USA,PK-10,https://www.adventisteducation.org/schools/ANT875,"ACA Raleigh, a Seventh-day Adventist Christian school, is dedicated to providing a spiritually oriented education for children. Excellence is our goal in all areas.",35.749185,-78.722785,1,rooftop,4805,"Dillard Dr",,,Raleigh,NC,"Wake County",27606,US,Cary
552,"Asheville-Pisgah Christian School","90 Academy Dr, Candler, NC, 28715-9408, USA","90 Academy Dr",Candler,NC,28715-9408,USA,PK-08,https://www.adventisteducation.org/schools/ANT821,[],35.569145,-82.668437,1,rooftop,90,"Academy Dr",,,Candler,NC,"Buncombe County",28715,US,Buncombe
553,"Berean Jr. Academy Preschool","3748 Beatties Ford Rd, Charlotte, NC, 28216-3214, USA","3748 Beatties Ford Rd",Charlotte,NC,28216-3214,USA,ECP,https://www.adventisteducation.org/schools/ANTM29,[],35.286599,-80.857701,1,rooftop,3748,"Beatties Ford Rd",,,Charlotte,NC,"Mecklenburg County",28216,US,Charlotte
554,"Berean Junior Academy","3748 Beatties Ford Rd, Charlotte, NC, 28216-3214, USA","3748 Beatties Ford Rd",Charlotte,NC,28216-3214,USA,PK-08,https://www.adventisteducation.org/schools/ANTM28,[],35.286599,-80.857701,1,rooftop,3748,"Beatties Ford Rd",,,Charlotte,NC,"Mecklenburg County",28216,US,Charlotte
555,"Blue Ridge Adventist Christian School","119 Hampshire Dr, Waynesville, NC, 28786-6921, USA","119 Hampshire Dr",Waynesville,NC,28786-6921,USA,PK-08,https://www.adventisteducation.org/schools/ANT8WA,[],35.523793,-82.990506,1,rooftop,119,"Hampshire Dr",,,Waynesville,NC,"Haywood County",28786,US,Haywood
556,"Brookhaven SDA School","4658 Reedy Branch Rd, Winterville, NC, 28590-8924, USA","4658 Reedy Branch Rd",Winterville,NC,28590-8924,USA,PK-08,https://www.adventisteducation.org/schools/ANT8BR,"Brookhaven Christian School exists to show children Jesus, nurture their love for Him and others.To teach them to think, and empower them to serve others.",35.538694,-77.416851,1,rooftop,4658,"Reedy Branch Rd",,,Winterville,NC,"Pitt County",28590,US,Pitt
557,"Carolina Adventist Academy","3710 James B White Hwy S, Whiteville, NC, 28472-8686, USA","3710 James B White Hwy S",Whiteville,NC,28472-8686,USA,PK-10,https://www.adventisteducation.org/schools/ANTMPH,[],34.293922,-78.731384,1,rooftop,3710,"James B White Hwy S",,,Whiteville,NC,"Columbus County",28472,US,Columbus
558,"Cornerstone Adventist Academy","11431 University City Blvd, Charlotte, NC, 28213-9254, USA","11431 University City Blvd",Charlotte,NC,28213-9254,USA,PK-08,https://www.adventisteducation.org/schools/ANT8SU,[],35.315576,-80.692867,1,rooftop,11431,"University City Blvd",,,Charlotte,NC,"Mecklenburg County",28213,US,Charlotte
559,"Ephesus Junior Academy","1225 N Cleveland Ave, Winston Salem, NC, 27101-1612, USA","1225 N Cleveland Ave","Winston Salem",NC,27101-1612,USA,PK-08,https://www.adventisteducation.org/schools/ANTM48,[],36.110825,-80.230161,1,rooftop,1225,"N Cleveland Ave",,,"Winston Salem",NC,"Forsyth County",27101,US,Forsyth
560,"Ephesus Learning Center","1225 N Cleveland Ave, Winston Salem, NC, 27101-1612, USA","1225 N Cleveland Ave","Winston Salem",NC,27101-1612,USA,ECP,https://www.adventisteducation.org/schools/ANTM2A,[],36.110825,-80.230161,1,rooftop,1225,"N Cleveland Ave",,,"Winston Salem",NC,"Forsyth County",27101,US,Forsyth
561,"Five Oaks Adventist Christian","4124 Farrington Rd, Durham, NC, 27707-5241, USA","4124 Farrington Rd",Durham,NC,27707-5241,USA,PK-08,https://www.adventisteducation.org/schools/ANT848,[],35.942055,-78.985191,1,rooftop,4124,"Farrington Rd",,,Durham,NC,"Durham County",27707,US,Durham
