,School Name,Full Address,Street Address,City,State,Zip Code,Country,School Type,Website,Description
575,Wm H Johnston Elementary,"174 23rd St NW, Hickory, NC, 28601-5729, USA",174 23rd St NW,Hickory,NC,28601-5729,USA,PK-08,https://www.adventisteducation.org/schools/ANT863,"William H Johnston SDA School, a Seventh-day Adventist Christian School, is dedicated to providing a creative learning environment where Jesus is the center of the entire educational process."
576,Brentwood Adventist Christian School,"9111 Wentworth Dr, Bismarck, ND, 58503-6509, USA",9111 Wentworth Dr,Bismarck,ND,58503-6509,USA,PK-08,https://www.adventisteducation.org/schools/ANG615,Brentwood Adventist Christian School is a Seventh-day Adventist School who sees Jesus in every child and strives to help them succeed in this life and most importantly their eternal life.
577,Dakota Adventist Academy,"15905 Sheyenne Cir, Bismarck, ND, 58503-9256, USA",15905 Sheyenne Cir,Bismarck,ND,58503-9256,USA,9-12,https://www.adventisteducation.org/schools/ANG6DA,"Dakota Adventist Academy is a Seventh-day Adventist Christian school in the Dakotas, built to foster spiritual growth and academic rigor in Dakota youth."
578,Hillcrest Adventist Elementary School,"116 15th Ave NE, Jamestown, ND, 58401, USA",116 15th Ave NE,Jamestown,ND,58401,USA,PK-08,https://www.adventisteducation.org/schools/ANG625,[]
579,Invitation Hill Adventist School,"10730 Highway 10, Dickinson, ND, 58601-9573, USA",10730 Highway 10,Dickinson,ND,58601-9573,USA,PK-08,https://www.adventisteducation.org/schools/ANG6DS,Invitation Hill Adventist School operates to nurture personal relationships with God and to build a strong foundation that enables students to live a life of service.
580,Prairie Voyager Adventist School,"3610 Cherry St, Grand Forks, ND, 58201-7602, USA",3610 Cherry St,Grand Forks,ND,58201-7602,USA,PK-08,https://www.adventisteducation.org/schools/ANG620,[]
581,Clifton Christian Academy,"3798 Clifton Ave, Cincinnati, OH, 45220-1238, USA",3798 Clifton Ave,Cincinnati,OH,45220-1238,USA,PK-08,https://www.adventisteducation.org/schools/ANBF15,Clifton Christian Academy providing quality christian education and environment  creating character for eternity.
582,Columbus Adventist Academy,"3650B Sunbury Rd, Columbus, OH, 43219-3069, USA",3650B Sunbury Rd,Columbus,OH,43219-3069,USA,PK-10,https://www.adventisteducation.org/schools/ANB6CA,[]
583,Eastwood  SDA Junior. Academy,"6350 S Sunbury Rd, Westerville, OH, 43081-9350, USA",6350 S Sunbury Rd,Westerville,OH,43081-9350,USA,PK-10,https://www.adventisteducation.org/schools/ANBF24,[]
584,James Meade Learning Center,"4909 W Sylvania Ave, Toledo, OH, 43623-3355, USA",4909 W Sylvania Ave,Toledo,OH,43623-3355,USA,ECP,https://www.adventisteducation.org/schools/ANBFJM,[]
585,Kettering College,"3737 Southern Blvd, Kettering, OH, 45429-1262, USA",3737 Southern Blvd,Kettering,OH,45429-1262,USA,College,https://www.adventisteducation.org/schools/ANB126,[]
586,Kids Academy,"555 Kenilworth Ave, Sheffield Lake, OH, 44054-1228, USA",555 Kenilworth Ave,Sheffield Lake,OH,44054-1228,USA,ECP,https://www.adventisteducation.org/schools/ANBF2F,[]
587,Little Footprints Learning Center,"3660 Washington Ave, Cincinnati, OH, 45229-2022, USA",3660 Washington Ave,Cincinnati,OH,45229-2022,USA,ECP,https://www.adventisteducation.org/schools/ANB624,[]
588,Mansfield SDA School,"1040 W Cook Rd, Mansfield, OH, 44906-3514, USA",1040 W Cook Rd,Mansfield,OH,44906-3514,USA,PK-08,https://www.adventisteducation.org/schools/ANBF48,[]
589,Mayfair Christian School,"2350 Graybill Rd, Uniontown, OH, 44685-8119, USA",2350 Graybill Rd,Uniontown,OH,44685-8119,USA,PK-08,https://www.adventisteducation.org/schools/ANBF51,[]
590,Mount Vernon SDA School,"PO Box 891, Mount Vernon, OH, 43050-0891, USA",PO Box 891,Mount Vernon,OH,43050-0891,USA,PK-08,https://www.adventisteducation.org/schools/ANBF57,"Mount Vernon Elementary, a Seventh-day Adventist School, provides a quality education in an environment that trains students to become innovative thinkers, creative problem solvers, and inspired learners who love God and are preparing to serve Him by serving others."
591,Northern Ohio Adventist Academy,"555 Kenilworth Ave, Sheffield Lake, OH, 44054-1228, USA",555 Kenilworth Ave,Sheffield Lake,OH,44054-1228,USA,PK-10,https://www.adventisteducation.org/schools/ANBFON,[]
592,Piqua Adventist Christian School,"4020 W State Route 185, Piqua, OH, 45356-9396, USA",4020 W State Route 185,Piqua,OH,45356-9396,USA,PK-08,https://www.adventisteducation.org/schools/ANBF63,We believe quality education comes from student-focused attention through low teacher-student ratios.
593,Precious Jewels,"3650 Sunberry Rd, Columbus, OH, 43219, USA",3650 Sunberry Rd,Columbus,OH,43219,USA,ECP,https://www.adventisteducation.org/schools/ANB6EP,[]
594,Ramah Christian Academy,"4770 Lee Rd, Cleveland, OH, 44128-3764, USA",4770 Lee Rd,Cleveland,OH,44128-3764,USA,PK-10,https://www.adventisteducation.org/schools/ANB620,[]
595,Spring Valley Academy,"1461 E Spring Valley Pike, Centerville, OH, 45458-2744, USA",1461 E Spring Valley Pike,Centerville,OH,45458-2744,USA,PK-12,https://www.adventisteducation.org/schools/ANBF3G,[]
596,Toledo Jr. Academy,"4909 W Sylvania Ave, Toledo, OH, 43623-3355, USA",4909 W Sylvania Ave,Toledo,OH,43623-3355,USA,PK-08,https://www.adventisteducation.org/schools/ANBF72,[]
597,Wee Care Learning Center,"9675 N Dixie Dr, Dayton, OH, 45414-1818, USA",9675 N Dixie Dr,Dayton,OH,45414-1818,USA,ECP,https://www.adventisteducation.org/schools/ANBF29,[]
598,Worthington Adventist Academy,"870 Griswold Street, Worthington, OH, 43085-3130, USA",870 Griswold Street,Worthington,OH,43085-3130,USA,PK-08,https://www.adventisteducation.org/schools/ANBF1R,"Worthington Adventist Academy, a Seventh-day Adventist Christian school, is dedicated to the education of our students for now and eternity. Our aim is wholistic development of the mind, talents and the body for academic excellence, spiritual stability and service to mankind."
599,Zanesville Adventist School,"824 Taylor St, Zanesville, OH, 43701-2013, USA",824 Taylor St,Zanesville,OH,43701-2013,USA,PK-08,https://www.adventisteducation.org/schools/ANBF81,[]
600,Ardmore Adventist Academy,"154 Beaver Academy Rd, Ardmore, OK, 73401-7506, USA",154 Beaver Academy Rd,Ardmore,OK,73401-7506,USA,PK-10,https://www.adventisteducation.org/schools/ANW815,[]
601,Bristow Adventist School,"718 E Jefferson Ave, Bristow, OK, 74010-3607, USA",718 E Jefferson Ave,Bristow,OK,74010-3607,USA,PK-08,https://www.adventisteducation.org/schools/ANW820,[]
602,Heritage Adventist School,"20555 S 4170 Rd, Claremore, OK, 74017-2239, USA",20555 S 4170 Rd,Claremore,OK,74017-2239,USA,PK-08,https://www.adventisteducation.org/schools/ANW825,[]
603,Muskogee SDA Christian Academy,"6106 W Okmulgee St, Muskogee, OK, 74401-4596, USA",6106 W Okmulgee St,Muskogee,OK,74401-4596,USA,PK-08,https://www.adventisteducation.org/schools/ANW8AA,[]
604,Parkview Adventist Academy,"4201 N Martin Luther King Ave, Oklahoma City, OK, 73111-6252, USA",4201 N Martin Luther King Ave,Oklahoma City,OK,73111-6252,USA,PK-10,https://www.adventisteducation.org/schools/ANW81P,Parkview Adventist Academy is the preparatory Adventist Christian school of the Seventh-day Adventist Church serving grades PreK-12 in the Oklahoma City Area.
605,Pioneer Adventist Christian School,"1710 N East St, Guymon, OK, 73942-3014, USA",1710 N East St,Guymon,OK,73942-3014,USA,PK-08,https://www.adventisteducation.org/schools/ANW8GU,[]
606,Tulsa Adventist Academy,"900 S New Haven Ave, Tulsa, OK, 74112-3938, USA",900 S New Haven Ave,Tulsa,OK,74112-3938,USA,PK-10,https://www.adventisteducation.org/schools/ANW8TU,[]
607,Adventist Beginning Courtesy Preschool,"942 W Main St, Sheridan, OR, 97378-1002, USA",942 W Main St,Sheridan,OR,97378-1002,USA,ECP,https://www.adventisteducation.org/schools/ANIF26,[]
608,Baker Adventist Christian School,"42171 Chico Rd, Baker City, OR, 97814-8404, USA",42171 Chico Rd,Baker City,OR,97814-8404,USA,PK-08,https://www.adventisteducation.org/schools/ANI815,"Baker Adventist Christian School is established to guide young people in developing a meaningful relationship with God which will prepare them for this life and the world to come.  This training, from the Seventh-Day Adventist perspective, can best be accomplished by the cooperative effort of a Christ-centered home, church, and school."
609,Canyonville Adventist Elementary School,"712 NW Frontage Rd, Canyonville, OR, 97417-8743, USA",712 NW Frontage Rd,Canyonville,OR,97417-8743,USA,PK-08,https://www.adventisteducation.org/schools/ANIF15,[]
610,Central Valley Christian School,"33610 McFarland Rd, Tangent, OR, 97389-9627, USA",33610 McFarland Rd,Tangent,OR,97389-9627,USA,PK-08,https://www.adventisteducation.org/schools/ANIF24,[]
611,Cottage Grove Christian School,"820 S 10th St, Cottage Grove, OR, 97424-2529, USA",820 S 10th St,Cottage Grove,OR,97424-2529,USA,PK-08,https://www.adventisteducation.org/schools/ANIF61,[]
612,Countryside Christian School,"88401 Huston Rd, Veneta, OR, 97487-9607, USA",88401 Huston Rd,Veneta,OR,97487-9607,USA,PK-08,https://www.adventisteducation.org/schools/ANIF30,[]
613,Discovery Land Child Development Center,"1001 SE 60th Ave, Portland, OR, 97215-2802, USA",1001 SE 60th Ave,Portland,OR,97215-2802,USA,ECP,https://www.adventisteducation.org/schools/ANIFDL,[]
614,Emerald Christian Academy,"35582 Zephyr Way, Pleasant Hill, OR, 97455-9764, USA",35582 Zephyr Way,Pleasant Hill,OR,97455-9764,USA,PK-08,https://www.adventisteducation.org/schools/ANIF33,[]
615,Enterprise SDA Christian School,"305 Wagner St, Enterprise, OR, 97828, USA",305 Wagner St,Enterprise,OR,97828,USA,PK-08,https://www.adventisteducation.org/schools/ANI835,[]
616,Exploration Station Preschool,"1349 NW Elm St, McMinnville, OR, 97128-3537, USA",1349 NW Elm St,McMinnville,OR,97128-3537,USA,ECP,https://www.adventisteducation.org/schools/ANIF28,[]
617,Grants Pass Adventist School,"2250 NW Heidi Ln, Grants Pass, OR, 97526-6303, USA",2250 NW Heidi Ln,Grants Pass,OR,97526-6303,USA,PK-08,https://www.adventisteducation.org/schools/ANIF2E,[]
618,Hermiston Adventist School,"1300 NW Academy Ln, Hermiston, OR, 97838-6672, USA",1300 NW Academy Ln,Hermiston,OR,97838-6672,USA,PK-08,https://www.adventisteducation.org/schools/ANII51,"Hermiston Adventist School is a Seventh-day Adventist school located in Hermiston, Oregon. Our staff are committed to providing quality education in a Christ-filled environment."
619,Hood View Adventist School,"26505 SE Kelso Rd, Boring, OR, 97009-6002, USA",26505 SE Kelso Rd,Boring,OR,97009-6002,USA,PK-08,https://www.adventisteducation.org/schools/ANIF54,[]
620,Hood View Adventist School Preschool,"26505 SE Kelso Rd, Boring, OR, 97009-6002, USA",26505 SE Kelso Rd,Boring,OR,97009-6002,USA,ECP,https://www.adventisteducation.org/schools/ANIF2K,[]
621,Klamath Falls Adventist Christian School,"2499 Main St, Klamath Falls, OR, 97601-2721, USA",2499 Main St,Klamath Falls,OR,97601-2721,USA,PK-08,https://www.adventisteducation.org/schools/ANIF60,[]
622,La Grande Adventist Christian School,"2702 Adams Ave, La Grande, OR, 97850-5434, USA",2702 Adams Ave,La Grande,OR,97850-5434,USA,PK-08,https://www.adventisteducation.org/schools/ANI850,We offer preschool through 8th grade Christian education in small class settings.
623,Learning Tree Christian Kinderschool,"53565 W Crockett Rd, Milton Freewater, OR, 97862-7943, USA",53565 W Crockett Rd,Milton Freewater,OR,97862-7943,USA,ECP,https://www.adventisteducation.org/schools/ANII29,[]
624,Lighthouse Early Learning &amp; Legacy Acade,"560 NE F St Ste A PMB 135, Grants Pass, OR, 97526-2300, USA",560 NE F St Ste A PMB 135,Grants Pass,OR,97526-2300,USA,ECP,https://www.adventisteducation.org/schools/ANIF38,[]
625,Lincoln City Christian School,"2126 NE Surf Ave, Lincoln City, OR, 97367-4244, USA",2126 NE Surf Ave,Lincoln City,OR,97367-4244,USA,PK-08,https://www.adventisteducation.org/schools/ANIF66,[]
626,Little Friends Christian Preschool,"2702 Adams Ave, La Grande, OR, 97850-5434, USA",2702 Adams Ave,La Grande,OR,97850-5434,USA,ECP,https://www.adventisteducation.org/schools/ANI827,[]
627,Livingstone Adventist Academy,"5771 Fruitland Rd NE, Salem, OR, 97317-3338, USA",5771 Fruitland Rd NE,Salem,OR,97317-3338,USA,PK-12,https://www.adventisteducation.org/schools/ANIF69,[]
628,Livingstone Adventist Academy Preschool,"5771 Fruitland Rd NE, Salem, OR, 97317-3338, USA",5771 Fruitland Rd NE,Salem,OR,97317-3338,USA,ECP,https://www.adventisteducation.org/schools/ANIF2Q,[]
629,Madras Christian School,"66 SE H St, Madras, OR, 97741-1552, USA",66 SE H St,Madras,OR,97741-1552,USA,PK-08,https://www.adventisteducation.org/schools/ANIF42,[]
630,Madras Christian School Preschool,"66 SE H St, Madras, OR, 97741-1552, USA",66 SE H St,Madras,OR,97741-1552,USA,ECP,https://www.adventisteducation.org/schools/ANIF2Y,[]
631,Madrone Adventist Elementary School,"4300 Holland Loop Rd, Cave Junction, OR, 97523-9758, USA",4300 Holland Loop Rd,Cave Junction,OR,97523-9758,USA,PK-08,https://www.adventisteducation.org/schools/ANIF72,[]
632,McMinnville Adventist Christian School,"1349 NW Elm St, McMinnville, OR, 97128-3537, USA",1349 NW Elm St,McMinnville,OR,97128-3537,USA,PK-08,https://www.adventisteducation.org/schools/ANIF75,[]
633,Mid Columbia Adventist Christian School,"1100 22nd St, Hood River, OR, 97031-9669, USA",1100 22nd St,Hood River,OR,97031-9669,USA,PK-10,https://www.adventisteducation.org/schools/ANIF81,[]
634,Milo Adventist Academy,"324 Milo Dr, Days Creek, OR, 97429-9743, USA",324 Milo Dr,Days Creek,OR,97429-9743,USA,9-12,https://www.adventisteducation.org/schools/ANIF2L,[]
635,Milton-Stateline Adventist School,"53565 W Crockett Rd, Milton Freewater, OR, 97862-7943, USA",53565 W Crockett Rd,Milton Freewater,OR,97862-7943,USA,PK-08,https://www.adventisteducation.org/schools/ANII57,[]
636,Pendleton Christian School,"3121 SW Hailey Ave, Pendleton, OR, 97801-3801, USA",3121 SW Hailey Ave,Pendleton,OR,97801-3801,USA,PK-08,https://www.adventisteducation.org/schools/ANII48,"Pendleton Christian School exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve."
637,Portland Adventist Academy,"1500 SE 96th Ave, Portland, OR, 97216-2535, USA",1500 SE 96th Ave,Portland,OR,97216-2535,USA,9-12,https://www.adventisteducation.org/schools/ANIF2P,"Portland Adventist Academy is a Christian high school serving the greater Portland area.  We guide and educate young leaders to be Christ Centered, Character Driven."
638,Portland Adventist Elementary School,"3990 NW 1st St, Gresham, OR, 97030-6312, USA",3990 NW 1st St,Gresham,OR,97030-6312,USA,PK-08,https://www.adventisteducation.org/schools/ANIF90,[]
639,Rivergate Adventist Elementary School,"1505 Rivergate School Rd, Gladstone, OR, 97027-1428, USA",1505 Rivergate School Rd,Gladstone,OR,97027-1428,USA,PK-08,https://www.adventisteducation.org/schools/ANIF93,[]
640,Rivergate Preschool,"1505 Rivergate School Rd, Gladstone, OR, 97027-1428, USA",1505 Rivergate School Rd,Gladstone,OR,97027-1428,USA,ECP,https://www.adventisteducation.org/schools/ANIF25,[]
641,Rogue Valley Adventist Academy,"3675 S Stage Rd, Medford, OR, 97501-8508, USA",3675 S Stage Rd,Medford,OR,97501-8508,USA,PK-12,https://www.adventisteducation.org/schools/ANIF99,[]
642,Roseburg Christian Academy,"1653 NW Troost St, Roseburg, OR, 97471-6005, USA",1653 NW Troost St,Roseburg,OR,97471-6005,USA,PK-08,https://www.adventisteducation.org/schools/ANIFA3,"RCA desires to prepare youth for effective citizenship on this earth and for heaven. Through whole-person education, youth are trained to experience the joy that comes from serving others, to share with them the faith that Jesus Christ is a personal Savior, and to believe in His soon return."
643,Scappoose Adventist School,"54287 Columbia River Hwy, Scappoose, OR, 97056-2530, USA",54287 Columbia River Hwy,Scappoose,OR,97056-2530,USA,PK-08,https://www.adventisteducation.org/schools/ANIFA6,[]
644,Scappoose Adventist School Preschool,"54287 Columbia River Hwy, Scappoose, OR, 97056-2530, USA",54287 Columbia River Hwy,Scappoose,OR,97056-2530,USA,ECP,https://www.adventisteducation.org/schools/ANIF2F,[]
645,Shady Point Adventist School,"14611 Highway 62, Eagle Point, OR, 97524-7853, USA",14611 Highway 62,Eagle Point,OR,97524-7853,USA,PK-08,https://www.adventisteducation.org/schools/ANIFA9,"At Shady Point SDA School, our educational program is designed to provide opportunities for the maximum development of the mental, spiritual, and physical faculties."
646,Shoreline Christian School,"4445 Highway 101, Florence, OR, 97439-8833, USA",4445 Highway 101,Florence,OR,97439-8833,USA,PK-08,https://www.adventisteducation.org/schools/ANIF39,[]
647,Three Sisters Adventist Christian School,"21155 Tumalo Rd, Bend, OR, 97703-8938, USA",21155 Tumalo Rd,Bend,OR,97703-8938,USA,PK-08,https://www.adventisteducation.org/schools/ANIFB9,"Three Sisters Adventist Christian School is a Pre-K to 8th grade Christ centered school with caring teachers serving the Bend, Redmond, Sisters communities of beautiful Central Oregon."
